cod_id,formula_reduced,formula_full,n_sites,n_sites_primitive,volume_a3,spacegroup_symbol,spacegroup_number,crystal_system,n_elements,elements,contains_carbon
1551275,ZnH19C12S(NO)5,Zn2 H38 C24 S2 N10 O10,86,86,872.9932,P2_1,4,monoclinic,6,C H N O S Zn,True
1551300,SrGeO3,Sr1 Ge1 O3,5,5,54.82,Pm-3m,221,cubic,3,Ge O Sr,False
1551495,H12C15BrN,H48 C60 Br4 N4,116,116,1257.1728,P2_12_12_1,19,orthorhombic,4,Br C H N,True
1551579,H12C9S3N2,H48 C36 S12 N8,104,104,1188.8953,P2_1/c,14,monoclinic,4,C H N S,True
1551646,H10C11NO,H40 C44 N4 O4,92,92,845.7029,P2_1/c,14,monoclinic,4,C H N O,True
1551697,NiH22C18S4N2(ClO)2,Ni2 H44 C36 S8 N4 Cl4 O4,102,102,1178.8655,P2_1/c,14,monoclinic,7,C Cl H N Ni O S,True
1551725,H10C13(NO)2,H40 C52 N8 O8,108,108,1080.6171,P2_1/c,14,monoclinic,4,C H N O,True
1551735,CuH24C18SN5ClO4,Cu2 H48 C36 S2 N10 Cl2 O8,108,108,1066.729,P-1,2,triclinic,7,C Cl Cu H N O S,True
1551738,H17C15Br3O4,H34 C30 Br6 O8,78,78,835.3002,P2_1,4,monoclinic,4,Br C H O,True
1551781,H17C12NCl2O3,H68 C48 N4 Cl8 O12,140,140,1436.2172,P-1,2,triclinic,5,C Cl H N O,True
1551808,H10C8N2O,H40 C32 N8 O4,84,84,780.4707,P2_1,4,monoclinic,4,C H N O,True
1551852,PH15C19,P4 H60 C76,140,140,1427.4033,P2_1/c,14,monoclinic,3,C H P,True
1551884,ZnH22C19N6Cl2O11,Zn2 H44 C38 N12 Cl4 O22,122,122,1282.7095,P-1,2,triclinic,6,C Cl H N O Zn,True
1551942,FeAg2H20(C7N2)4,Fe2 Ag4 H40 C56 N16,118,118,1382.5861,P-1,2,triclinic,5,Ag C Fe H N,True
1552051,H7C17(BrN)2,H28 C68 Br8 N8,112,112,1334.3625,P2_1/c,14,monoclinic,4,Br C H N,True
1552095,H18C10N2O7,H72 C40 N8 O28,148,148,1300.1736,P2_1,4,monoclinic,4,C H N O,True
1552141,H17C19NO3,H34 C38 N2 O6,80,80,777.0282,P-1,2,triclinic,4,C H N O,True
1552143,ZnH6C9O4,Zn4 H24 C36 O16,80,80,808.5374,Pca2_1,29,orthorhombic,4,C H O Zn,True
1552240,H16C15S(NO3)2,H32 C30 S2 N4 O12,80,80,789.6831,P2_1,4,monoclinic,5,C H N O S,True
1552260,H8C11NClO2,H32 C44 N4 Cl4 O8,92,92,1004.0446,P2_1/c,14,monoclinic,5,C Cl H N O,True
1552282,H9C12SN4O,H36 C48 S4 N16 O4,108,108,1186.7848,P-1,2,triclinic,5,C H N O S,True
1552602,H26C29O7,H52 C58 O14,124,124,1199.5902,P2_1,4,monoclinic,3,C H O,True
1552674,H11C10O3,H44 C40 O12,96,96,853.4667,P2_1,4,monoclinic,3,C H O,True
1552704,H15C10(NO)3,H60 C40 N12 O12,124,124,1091.3189,P2_1,4,monoclinic,4,C H N O,True
1552946,SiH31C23NO7,Si2 H62 C46 N2 O14,126,126,1242.0896,P2_1,4,monoclinic,5,C H N O Si,True
1552958,KNaH12(C2O5)2,K4 Na4 H48 C16 O40,112,112,1033.913,P2_12_12,18,orthorhombic,5,C H K Na O,True
1553066,H17C13NO3,H68 C52 N4 O12,136,136,1219.603,P-1,2,triclinic,4,C H N O,True
1553074,H13C20NO4,H26 C40 N2 O8,76,76,734.5586,P-1,2,triclinic,4,C H N O,True
1553135,H12C11SN2O7,H48 C44 S4 N8 O28,132,132,1414.0463,P4_1,76,tetragonal,5,C H N O S,True
1553216,H17C16Br2NO4,H34 C32 Br4 N2 O8,80,80,865.8437,P2_1,4,monoclinic,5,Br C H N O,True
1553267,CuH22C12SN5ClO4,Cu2 H44 C24 S2 N10 Cl2 O8,92,92,873.2914,P-1,2,triclinic,7,C Cl Cu H N O S,True
1553329,H28C23(NO2)2,H56 C46 N4 O8,114,114,1000.1119,P2_1,4,monoclinic,4,C H N O,True
1553362,H28C20N2O5,H56 C40 N4 O10,110,110,953.1338,P2_1,4,monoclinic,4,C H N O,True
1553383,H14C11O5,H56 C44 O20,120,120,1090.0807,P2_1/c,14,monoclinic,3,C H O,True
1553429,H16C14O5,H64 C56 O20,140,140,1303.907,P2_1/c,14,monoclinic,3,C H O,True
1553430,H16C17NClO2,H64 C68 N4 Cl4 O8,148,148,1460.8074,P2_12_12_1,19,orthorhombic,5,C Cl H N O,True
1553745,H14C14S(NO)2,H28 C28 S2 N4 O4,66,66,672.8038,P-1,2,triclinic,5,C H N O S,True
1553761,H16C17O,H64 C68 O4,136,136,1270.7902,P2_12_12_1,19,orthorhombic,3,C H O,True
1553775,H17C21N3ClF3,H34 C42 N6 Cl2 F6,90,90,932.9974,P2_1,4,monoclinic,5,C Cl F H N,True
1553796,H18C21BrNO3,H36 C42 Br2 N2 O6,88,88,943.81,P2_1,4,monoclinic,5,Br C H N O,True
1553941,H22C23N2O7,H44 C46 N4 O14,108,108,1044.6085,P1,1,triclinic,4,C H N O,True
1554133,H9C13N2,H18 C26 N4,48,48,493.5601,P-1,2,triclinic,3,C H N,True
1554134,H7C14N2Cl,H14 C28 N4 Cl2,48,48,537.3389,P-1,2,triclinic,4,C Cl H N,True
1554144,H10C13(N2O)2,H20 C26 N8 O4,58,58,585.5781,P2_1,4,monoclinic,4,C H N O,True
1554228,H10C13,H40 C52,92,92,955.3153,P2_1,4,monoclinic,2,C H,True
1554318,H23C26SNO2,H46 C52 S2 N2 O4,106,106,1086.9758,P-1,2,triclinic,5,C H N O S,True
1554344,H24C24SO5,H48 C48 S2 O10,108,108,1010.2851,P-1,2,triclinic,4,C H O S,True
1554463,H25C27SNO3,H50 C54 S2 N2 O6,114,114,1104.6929,P-1,2,triclinic,5,C H N O S,True
1554656,H13C12,H52 C48,100,100,949.406,P2_1/c,14,monoclinic,2,C H,True
1554705,H11C16N2OF3,H44 C64 N8 O4 F12,132,132,1396.1769,P2_1/c,14,monoclinic,5,C F H N O,True
1554720,H3C6SNF,H24 C48 S8 N8 F8,96,96,1093.5864,P2_1/c,14,monoclinic,5,C F H N S,True
1554767,H24C31NClO3,H48 C62 N2 Cl2 O6,120,120,1290.9877,P2_1,4,monoclinic,5,C Cl H N O,True
1554892,H9(C5O)2,H36 C40 O8,84,84,817.3495,P2_1,4,monoclinic,3,C H O,True
1555002,H16C15(NO2)2,H64 C60 N8 O16,148,148,1366.1397,P2_1/c,14,monoclinic,4,C H N O,True
1555073,H19C24Cl2O2F3,H38 C48 Cl4 O4 F6,100,100,1041.4771,P-1,2,triclinic,5,C Cl F H O,True
1555122,H14C11S(NO)2,H56 C44 S4 N8 O8,120,120,1152.1034,P2_1/c,14,monoclinic,5,C H N O S,True
1555237,H23C23N2O6F,H46 C46 N4 O12 F2,110,110,1034.332,P-1,2,triclinic,5,C F H N O,True
1555327,H10C15NClF2,H40 C60 N4 Cl4 F8,116,116,1255.1105,P2_1/c,14,monoclinic,5,C Cl F H N,True
1555347,H11C8NO2,H44 C32 N4 O8,88,88,779.8634,P2_12_12_1,19,orthorhombic,4,C H N O,True
1555370,H16C19O5,H32 C38 O10,80,80,720.5609,P2_1,4,monoclinic,3,C H O,True
1555408,H15C18SBr2NCl2O5,H30 C36 S2 Br4 N2 Cl4 O10,88,88,1050.5315,P2_1,4,monoclinic,7,Br C Cl H N O S,True
1555507,H38C26O3,H76 C52 O6,134,134,1101.8108,P2_1,4,monoclinic,3,C H O,True
1555521,H16C23N4(OF)2,H32 C46 N8 O4 F4,94,94,1007.045,P2_1,4,monoclinic,5,C F H N O,True
1555538,H13C12NO2,H52 C48 N4 O8,112,112,1074.2633,P2_1/c,14,monoclinic,4,C H N O,True
1555571,H35C24NO5,H35 C24 N1 O5,65,65,557.0301,P1,1,triclinic,4,C H N O,True
1555707,Si(H11C13)2,Si2 H44 C52,98,98,978.6706,P2_1,4,monoclinic,3,C H Si,True
1555784,H27C31SNO6,H54 C62 S2 N2 O12,132,132,1338.7455,P-1,2,triclinic,5,C H N O S,True
1555888,H13C10NO2,H52 C40 N4 O8,104,104,890.3701,P-1,2,triclinic,4,C H N O,True
1555901,H16C15,H64 C60,124,124,1186.3413,P-1,2,triclinic,2,C H,True
1555907,H13C16N3O,H52 C64 N12 O4,132,132,1328.5927,P2_1/c,14,monoclinic,4,C H N O,True
1555949,H12C14N2O,H48 C56 N8 O4,116,116,1127.0416,P2_1/c,14,monoclinic,4,C H N O,True
1555955,H15C13ClO,H60 C52 Cl4 O4,120,120,1063.0273,P2_12_12_1,19,orthorhombic,4,C Cl H O,True
1556185,H17C17BrO4,H34 C34 Br2 O8,78,78,809.2675,P-1,2,triclinic,4,Br C H O,True
1556219,H13C9N2ClO,H52 C36 N8 Cl4 O4,104,104,994.6904,P2_1/c,14,monoclinic,5,C Cl H N O,True
1556403,H22C21SO2,H44 C42 S2 O4,92,92,920.0083,P-1,2,triclinic,4,C H O S,True
1556408,RbBrF4,Rb4 Br4 F16,24,12,454.9516,I4/mcm,140,tetragonal,3,Br F Rb,False
1556446,H11C4I3N,H22 C8 I6 N2,38,38,523.459,P-1,2,triclinic,4,C H I N,True
1556577,H5C2NO2,H20 C8 N4 O8,40,40,336.9906,P2_1/c,14,monoclinic,4,C H N O,True
1556706,CuH16C10N4(ClO)2,Cu2 H32 C20 N8 Cl4 O4,70,70,732.011,P-1,2,triclinic,6,C Cl Cu H N O,True
1556722,H15C19NO,H60 C76 N4 O4,144,144,1434.5748,P2_12_12_1,19,orthorhombic,4,C H N O,True
1556935,H27C26SN3O,H54 C52 S2 N6 O2,116,116,1123.2749,P-1,2,triclinic,5,C H N O S,True
1557196,H7C10,H28 C40,68,68,654.5427,P-1,2,triclinic,2,C H,True
1557375,H26C17O5,H52 C34 O10,96,96,789.3259,P2_1,4,monoclinic,3,C H O,True
1557391,Al4SiC4,Al8 Si2 C8,18,18,201.5994,P6_3mc,186,hexagonal,3,Al C Si,True
1557487,H27C22(NO)3,H54 C44 N6 O6,110,110,978.6807,P-1,2,triclinic,4,C H N O,True
1557521,H11C5NO2,H44 C20 N4 O8,76,76,606.0314,P2_1,4,monoclinic,4,C H N O,True
1557748,H15C26N5O,H30 C52 N10 O2,94,94,938.451,P-1,2,triclinic,4,C H N O,True
1558087,H8C5(NO)2,H32 C20 N8 O8,68,68,676.5343,P2_12_12_1,19,orthorhombic,4,C H N O,True
1558110,Zn3Fe2(SeO3)6,Zn6 Fe4 Se12 O36,58,58,796.5362,P2_1/c,14,monoclinic,4,Fe O Se Zn,False
1558122,H23C22S2I(NCl)2,H46 C44 S4 I2 N4 Cl4,104,104,1203.5025,P-1,2,triclinic,6,C Cl H I N S,True
1558146,H18C23N2O3,H36 C46 N4 O6,92,92,1047.2399,P-1,2,triclinic,4,C H N O,True
1558193,Zn2GaCuS4,Zn4 Ga2 Cu2 S8,16,8,304.4641,I-42m,121,tetragonal,4,Cu Ga S Zn,False
1558380,H7C16N2O,H14 C32 N4 O2,52,52,562.8385,P-1,2,triclinic,4,C H N O,True
1558442,CoH8C10(Br2N)2,Co2 H16 C20 Br8 N4,50,50,727.1554,P-1,2,triclinic,5,Br C Co H N,True
1558506,H22C15O4,H44 C30 O8,82,82,680.8182,P2_1,4,monoclinic,3,C H O,True
1558517,Na3V(SO4)3,Na18 V6 S18 O72,114,38,1421.9234,R-3,148,trigonal,4,Na O S V,False
1558679,H7C12SO2,H28 C48 S4 O8,88,88,937.261,P-1,2,triclinic,4,C H O S,True
1558751,BPH45RhC25NCl,B2 P2 H90 Rh2 C50 N2 Cl2,150,150,1353.4074,P-1,2,triclinic,7,B C Cl H N P Rh,True
1558796,AgH10C10N3O5,Ag2 H20 C20 N6 O10,58,58,591.5096,P-1,2,triclinic,5,Ag C H N O,True
1558885,H18Pt(C11N3)2,H36 Pt2 C44 N12,94,94,968.7081,P2_1/c,14,monoclinic,4,C H N Pt,True
1558964,H15C6SNO5,H60 C24 S4 N4 O20,112,112,958.9447,P2_1/c,14,monoclinic,5,C H N O S,True
1559050,H17C19NO2,H34 C38 N2 O4,78,78,757.1512,P2_1,4,monoclinic,4,C H N O,True
1559074,H19C27NF2,H38 C54 N2 F4,98,98,979.0303,P-1,2,triclinic,4,C F H N,True
1559183,H(C2O)2,H8 C32 O16,56,56,803.0729,P2_1/c,14,monoclinic,3,C H O,True
1559259,H16C16O5,H32 C32 O10,74,74,717.4647,P-1,2,triclinic,3,C H O,True
1559296,H8C9N2,H32 C36 N8,76,76,777.6143,P2_12_12_1,19,orthorhombic,3,C H N,True
1559419,H17(C5O)2,H34 C20 O4,58,58,477.2883,P-1,2,triclinic,3,C H O,True
1559518,H26C22N8O9,H52 C44 N16 O18,130,130,1211.2355,P-1,2,triclinic,4,C H N O,True
1559655,H14C17O4,H56 C68 O16,140,140,1336.2776,P2_1/c,14,monoclinic,3,C H O,True
1559743,H9C16N,H36 C64 N4,104,104,1050.2401,P-1,2,triclinic,3,C H N,True
1559805,H38C25O2,H76 C50 O4,130,130,1124.622,P2_1,4,monoclinic,3,C H O,True
1559847,H14C8O5,H56 C32 O20,108,108,919.3642,P2_12_12_1,19,orthorhombic,3,C H O,True
1559890,H34C26S(NO3)2,H68 C52 S2 N4 O12,138,138,1281.9211,P2_1,4,monoclinic,5,C H N O S,True
1560044,H13C12N3O4,H52 C48 N12 O16,128,64,1255.9201,C2/c,15,monoclinic,4,C H N O,True
1560067,H24C36N5(ClO)2,H48 C72 N10 Cl4 O4,138,138,1442.3938,P-1,2,triclinic,5,C Cl H N O,True
1560187,H4C4NO,H16 C16 N4 O4,40,40,367.5397,P-1,2,triclinic,4,C H N O,True
1560189,H11C9NO3,H44 C36 N4 O12,96,96,866.2395,P2_1/c,14,monoclinic,4,C H N O,True
1560273,H6RuC5N4Cl3O2,H24 Ru4 C20 N16 Cl12 O8,84,84,983.807,P2_1/c,14,monoclinic,6,C Cl H N O Ru,True
1560371,BH15C9(N3F2)2,B4 H60 C36 N24 F16,140,70,1278.388,C2/m,12,monoclinic,5,B C F H N,True
1560397,Eu2H5C15O13,Eu4 H10 C30 O26,70,70,758.2477,P-1,2,triclinic,4,C Eu H O,True
1560408,CdH9C6SN2O7,Cd4 H36 C24 S4 N8 O28,104,104,1043.1359,P2_1/c,14,monoclinic,6,C Cd H N O S,True
1560454,AgH13C9N4O3,Ag4 H52 C36 N16 O12,120,120,1141.0136,P2_1/c,14,monoclinic,5,Ag C H N O,True
1560491,LiMgH29(C14O5)2,Li2 Mg2 H58 C56 O20,138,138,1326.0327,P-1,2,triclinic,5,C H Li Mg O,True
1560526,Al4B2O9,Al32 B16 O72,120,60,1236.0654,C2/m,12,monoclinic,3,Al B O,False
1560577,Na3Sn2ClF6,Na18 Sn12 Cl6 F36,72,24,1241.5938,R-3c,167,trigonal,4,Cl F Na Sn,False
1560651,Na2Zn3(SeO3)4,Na8 Zn12 Se16 O48,84,42,1189.122,C2/c,15,monoclinic,4,Na O Se Zn,False
1560652,Rb2Zn3(SeO3)4,Rb8 Zn12 Se16 O48,84,84,1454.9626,P2_1/c,14,monoclinic,4,O Rb Se Zn,False
1560671,DyH16C20S2N4O11,Dy2 H32 C40 S4 N8 O22,108,108,1147.9144,P-1,2,triclinic,6,C Dy H N O S,True
1560819,GdP5O14,Gd4 P20 O56,80,80,999.6217,P2_1/c,14,monoclinic,3,Gd O P,False
1560863,NiH36C34(NO)2,Ni2 H72 C68 N4 O4,150,150,1328.9731,P2_1/c,14,monoclinic,5,C H N Ni O,True
1560889,GdP5O14,Gd4 P20 O56,80,80,1013.4652,P2_1/c,14,monoclinic,3,Gd O P,False
1560894,GdP5O14,Gd4 P20 O56,80,80,1007.8496,Pmna,53,orthorhombic,3,Gd O P,False
1560916,GdP5O14,Gd4 P20 O56,80,80,1008.1921,P2_1/c,14,monoclinic,3,Gd O P,False
1560920,GdP5O14,Gd4 P20 O56,80,80,1023.4144,P2_1/c,14,monoclinic,3,Gd O P,False
1561062,HgH4C2(N2Cl)2,Hg4 H16 C8 N16 Cl8,52,52,742.0844,P2_1/c,14,monoclinic,5,C Cl H Hg N,True
1561124,MnH5C4(NO2)3,Mn4 H20 C16 N12 O24,76,76,765.77,P2_1/c,14,monoclinic,5,C H Mn N O,True
1561209,CuH8C14N4(OF)4,Cu1 H8 C14 N4 O4 F4,35,35,386.827,P-1,2,triclinic,6,C Cu F H N O,True
1561258,Hg3H10C6(NCl2)4,Hg3 H10 C6 N4 Cl8,31,31,488.8559,P-1,2,triclinic,5,C Cl H Hg N,True
1561465,Na5Nd4Ge4O16F,Na10 Nd8 Ge8 O32 F2,60,30,824.8613,I-4,82,tetragonal,5,F Ge Na Nd O,False
1561564,BaLi2MnV2O8,Ba1 Li2 Mn1 V2 O8,14,14,176.8911,P-3,147,trigonal,5,Ba Li Mn O V,False
1561594,K3SmSi2O7,K18 Sm6 Si12 O42,78,78,1248.4721,P6_3/mcm,193,hexagonal,4,K O Si Sm,False
1561633,H12C14SN4O3,H48 C56 S4 N16 O12,136,136,1388.7667,P2_1/c,14,monoclinic,5,C H N O S,True
1561655,Co4H6Se4O15,Co8 H12 Se8 O30,58,58,646.1716,P2_1,4,monoclinic,4,Co H O Se,False
1561673,Ba3(InAs2)2,Ba12 In8 As16,36,18,1148.7705,C2/c,15,monoclinic,3,As Ba In,False
1561801,PrBi2Au,Pr2 Bi4 Au2,8,8,210.5617,P4/nmm,129,tetragonal,3,Au Bi Pr,False
1561870,HgAsSO3F7,Hg8 As8 S8 O24 F56,104,104,1485.8328,P2_1/c,14,monoclinic,5,As F Hg O S,False
1561984,CuH5C8N7O2,Cu2 H10 C16 N14 O4,46,46,528.2514,P-1,2,triclinic,5,C Cu H N O,True
1562127,H13C13ClO2,H26 C26 Cl2 O4,58,58,547.1805,P-1,2,triclinic,4,C Cl H O,True
1562185,MnH20C26(NO)7,Mn2 H40 C52 N14 O14,122,122,1263.8887,P-1,2,triclinic,5,C H Mn N O,True
1562204,CoTeMoO6,Co2 Te2 Mo2 O12,18,18,232.9136,P2_12_12,18,orthorhombic,4,Co Mo O Te,False
1562237,Ba3GeS5,Ba12 Ge4 S20,36,36,989.6237,Pnma,62,orthorhombic,3,Ba Ge S,False
1562296,MnP3H13C(NO3)2,Mn4 P12 H52 C4 N8 O24,104,104,917.4672,P2_1/c,14,monoclinic,6,C H Mn N O P,True
1562306,CoMo6H20C16(N3O11)2,Co1 Mo6 H20 C16 N6 O22,71,71,741.5731,P-1,2,triclinic,6,C Co H Mo N O,True
1562336,CuH20C20N6Cl2O5,Cu2 H40 C40 N12 Cl4 O10,108,108,1126.7617,P2/c,13,monoclinic,6,C Cl Cu H N O,True
1562380,H25C28SBrNClO4,H50 C56 S2 Br2 N2 Cl2 O8,122,122,1245.2095,P-1,2,triclinic,7,Br C Cl H N O S,True
1562446,BaFe2(P2O7)2,Ba1 Fe2 P4 O14,21,21,280.5381,P-1,2,triclinic,4,Ba Fe O P,False
1562524,EuH9C14S(NO4)2,Eu2 H18 C28 S2 N4 O16,70,70,719.3231,P-1,2,triclinic,6,C Eu H N O S,True
1562553,BH11C15BrNO2,B2 H22 C30 Br2 N2 O4,62,62,655.5338,Pc,7,monoclinic,6,B Br C H N O,True
1562647,Nd3GaFeS7,Nd6 Ga2 Fe2 S14,24,24,515.8302,P6_3,173,hexagonal,4,Fe Ga Nd S,False
1562703,VH11C10N3OF4,V2 H22 C20 N6 O2 F8,60,60,601.3753,P-1,2,triclinic,6,C F H N O V,True
1562726,Ba3(CdAs2)2,Ba6 Cd4 As8,18,9,532.0459,C2/m,12,monoclinic,3,As Ba Cd,False
1562759,CsCu2AsS3,Cs8 Cu16 As8 S24,56,56,1327.9801,Pbca,61,orthorhombic,4,As Cs Cu S,False
1562791,LiH3SO5,Li4 H12 S4 O20,40,40,423.158,Pna2_1,33,orthorhombic,4,H Li O S,False
1562822,Dy2Cu3H50C42(N3O20)2,Dy2 Cu3 H50 C42 N6 O40,143,143,1397.0976,P-1,2,triclinic,6,C Cu Dy H N O,True
1562860,Pr2AgH16C24NO17,Pr4 Ag2 H32 C48 N2 O34,122,122,1309.316,P-1,2,triclinic,6,Ag C H N O Pr,True
1562918,LiY3Si2(O4F)2,Li4 Y12 Si8 O32 F8,64,32,755.2803,C2/c,15,monoclinic,5,F Li O Si Y,False
1563016,BH11C4(NF2)2,B4 H44 C16 N8 F16,88,88,732.1716,Pc,7,monoclinic,5,B C F H N,True
1563038,CdH14C14(N2O)6,Cd2 H28 C28 N24 O12,94,94,966.3597,P2_1/c,14,monoclinic,5,C Cd H N O,True
1563045,MnH14C14(N2O)6,Mn2 H28 C28 N24 O12,94,94,950.6403,P2_1/c,14,monoclinic,5,C H Mn N O,True
1563107,Cs2Al2B2O7,Cs4 Al4 B4 O14,26,26,416.5007,P2_1/c,14,monoclinic,4,Al B Cs O,False
1563152,SrAl2(SiO4)2,Sr4 Al8 Si8 O32,52,52,526.7135,P2_1/c,14,monoclinic,4,Al O Si Sr,False
1563205,CaO,Ca4 O4,8,2,114.5151,Fm-3m,225,cubic,2,Ca O,False
1563329,PrH7(C3O2)5,Pr2 H14 C30 O20,66,66,976.449,P-1,2,triclinic,4,C H O Pr,True
1563357,H7C15N4(ClO)2,H28 C60 N16 Cl8 O8,120,120,1389.5521,P2_1/c,14,monoclinic,5,C Cl H N O,True
1563382,BaAsHO4,Ba12 As12 H12 O48,84,84,1210.5103,P2_1,4,monoclinic,4,As Ba H O,False
1563570,EuSi2Pt,Eu4 Si8 Pt4,16,8,307.3084,Cmcm,63,orthorhombic,3,Eu Pt Si,False
1563680,NpSeO,Np2 Se2 O2,6,6,103.8326,P4/nmm,129,tetragonal,3,Np O Se,False
1563703,CeBS3,Ce4 B4 S12,20,20,408.9064,Pna2_1,33,orthorhombic,3,B Ce S,False
1563760,Bi2B8O15,Bi4 B16 O30,50,50,602.411,P-1,2,triclinic,3,B Bi O,False
1563826,SnH25C28NO3,Sn2 H50 C56 N2 O6,116,116,1203.5731,P2_1,4,monoclinic,5,C H N O Sn,True
1563944,H15C17NO4,H30 C34 N2 O8,74,74,753.4814,P2_1,4,monoclinic,4,C H N O,True
1564157,BiH12C6Br4N3O4,Bi2 H24 C12 Br8 N6 O8,60,60,807.4091,P-1,2,triclinic,6,Bi Br C H N O,True
1564335,SiH22C24NClO,Si2 H44 C48 N2 Cl2 O2,100,100,1071.6527,P-1,2,triclinic,6,C Cl H N O Si,True
1564437,ZnH21C22N3Cl2,Zn2 H42 C44 N6 Cl4,98,98,1035.5805,P-1,2,triclinic,5,C Cl H N Zn,True
1564757,NiH11C13NO6,Ni4 H44 C52 N4 O24,128,128,1257.2003,P2_1/c,14,monoclinic,5,C H N Ni O,True
1564758,ZnH11C13NO6,Zn4 H44 C52 N4 O24,128,128,1284.4559,P2_1/c,14,monoclinic,5,C H N O Zn,True
1564802,H29C23ClO5,H58 C46 Cl2 O10,116,116,1080.5807,P1,1,triclinic,4,C Cl H O,True
1564818,NiP3H16C3NO12,Ni4 P12 H64 C12 N4 O48,144,144,1286.9062,P2_1/c,14,monoclinic,6,C H N Ni O P,True
1564832,Na4MnP3H32C3NO22,Na8 Mn2 P6 H64 C6 N2 O44,132,132,1260.47,P-1,2,triclinic,7,C H Mn N Na O P,True
1564882,CuH28C18S4N8O9,Cu2 H56 C36 S8 N16 O18,136,136,1341.3867,P-1,2,triclinic,6,C Cu H N O S,True
1564948,H7C10O,H56 C80 O8,144,144,1245.7265,Pna2_1,33,orthorhombic,3,C H O,True
1564949,H7C10O,H56 C80 O8,144,144,1213.3207,P2_1/c,14,monoclinic,3,C H O,True
1565113,H36C27O10,H72 C54 O20,146,146,1240.6636,P2_1,4,monoclinic,3,C H O,True
1565122,H14C15S,H56 C60 S4,120,120,1167.9003,P1,1,triclinic,3,C H S,True
1565177,H27C21N8ClO2,H54 C42 N16 Cl2 O4,118,118,1173.0665,P2_1,4,monoclinic,5,C Cl H N O,True
1565227,H15C10SNO2,H30 C20 S2 N2 O4,58,58,540.68,P2_1,4,monoclinic,5,C H N O S,True
1565240,Fe2PH20C25S2NCl2O5,Fe4 P2 H40 C50 S4 N2 Cl4 O10,116,116,1417.1665,P-1,2,triclinic,8,C Cl Fe H N O P S,True
1565263,LiMnPS4,Li4 Mn4 P4 S16,28,28,560.0387,Pnma,62,orthorhombic,4,Li Mn P S,False
1565340,H14C21IN(Cl2O)2,H28 C42 I2 N2 Cl8 O4,86,86,1142.0171,P1,1,triclinic,6,C Cl H I N O,True
1565374,H12C16SN2Cl4O,H24 C32 S2 N4 Cl8 O2,72,72,956.3667,P-1,2,triclinic,6,C Cl H N O S,True
1565565,H17C22N2OF3,H34 C44 N4 O2 F6,90,90,946.698,P2_1,4,monoclinic,5,C F H N O,True
1565661,H14C13SO4,H28 C26 S2 O8,64,64,589.8997,P2_1,4,monoclinic,4,C H O S,True
1565686,CdH34C26(NO)4,Cd2 H68 C52 N8 O8,138,138,1312.3363,P-1,2,triclinic,5,C Cd H N O,True
1565822,H20C23INO2,H40 C46 I2 N2 O4,94,94,986.3089,P1,1,triclinic,5,C H I N O,True
1565869,H2C4N5Cl,H8 C16 N20 Cl4,48,48,619.4438,P2_12_12_1,19,orthorhombic,4,C Cl H N,True
1565873,H2C4N5Cl,H8 C16 N20 Cl4,48,48,613.6381,P2_12_12_1,19,orthorhombic,4,C Cl H N,True
1565874,H2C4N5Cl,H8 C16 N20 Cl4,48,48,627.54,P2_12_12_1,19,orthorhombic,4,C Cl H N,True
1565934,MgH2SO5,Mg4 H8 S4 O20,36,18,353.967,C2/c,15,monoclinic,4,H Mg O S,False
1565958,CoH2SO5,Co4 H8 S4 O20,36,18,355.0276,C2/c,15,monoclinic,4,Co H O S,False
1565964,NiH2SO5,Ni4 H8 S4 O20,36,18,341.9804,C2/c,15,monoclinic,4,H Ni O S,False
1566069,KMoH4C6NO9,K4 Mo4 H16 C24 N4 O36,88,88,1172.6464,P2_1/c,14,monoclinic,6,C H K Mo N O,True
1566171,H6C11(NO)2,H24 C44 N8 O8,84,84,857.5064,Pc,7,monoclinic,4,C H N O,True
1566189,H26C12NClO11,H52 C24 N2 Cl2 O22,102,102,855.607,P2_1,4,monoclinic,5,C Cl H N O,True
1566270,CuMo2H32C20N8O7,Cu1 Mo2 H32 C20 N8 O7,70,70,721.227,P-1,2,triclinic,6,C Cu H Mo N O,True
1566376,CoH19C15N3Cl2O,Co2 H38 C30 N6 Cl4 O2,82,82,815.7971,P-1,2,triclinic,6,C Cl Co H N O,True
1566408,H16C15O2,H64 C60 O8,132,66,1152.9439,Cc,9,monoclinic,3,C H O,True
1566410,H18C16O,H72 C64 O4,140,140,1206.7794,P2_1/c,14,monoclinic,3,C H O,True
1566449,H7C3NO2,H28 C12 N4 O8,52,52,421.0675,P2_12_12_1,19,orthorhombic,4,C H N O,True
1566477,MgH18(C4O7)2,Mg2 H36 C16 O28,82,82,771.2144,P2_1/c,14,monoclinic,4,C H Mg O,True
1566496,H12(CO)5,H48 C20 O20,88,88,656.3053,P2_12_12_1,19,orthorhombic,3,C H O,True
1566510,H4CN2O,H8 C2 N4 O2,16,16,145.8006,P-42_1m,113,tetragonal,4,C H N O,True
1566837,H17C22N3,H34 C44 N6,84,84,844.4453,P-1,2,triclinic,3,C H N,True
1566874,H7C8NO,H56 C64 N8 O8,136,136,1339.6726,P2/c,13,monoclinic,4,C H N O,True
1566878,H8C12SIClO3,H32 C48 S4 I4 Cl4 O12,104,104,1271.9024,P-1,2,triclinic,6,C Cl H I O S,True
1566921,H14C15O2,H56 C60 O8,124,124,1221.5908,P-1,2,triclinic,3,C H O,True
