cod_id,formula_reduced,formula_full,n_sites,n_sites_primitive,volume_a3,spacegroup_symbol,spacegroup_number,crystal_system,n_elements,elements,contains_carbon
7219609,CuP2H43C36(NO2)8,Cu1 P2 H43 C36 N8 O16,106,106,1045.2044,P1,1,triclinic,6,C Cu H N O P,True
7219650,H11C13(NO)3,H22 C26 N6 O6,60,60,580.453,P2_1,4,monoclinic,4,C H N O,True
7219660,H20C12N4O,H40 C24 N8 O2,74,74,692.0617,P-1,2,triclinic,4,C H N O,True
7219669,H11C14N2O,H44 C56 N8 O4,112,112,1093.3675,P2_1/c,14,monoclinic,4,C H N O,True
7219749,CdH11C14SN4Cl,Cd2 H22 C28 S2 N8 Cl2,64,64,726.8465,P-1,2,triclinic,6,C Cd Cl H N S,True
7219979,Cu2H8C8N4ClO3,Cu8 H32 C32 N16 Cl4 O12,104,104,1113.6992,P2_1/c,14,monoclinic,6,C Cl Cu H N O,True
7220021,HC2Cl,H24 C48 Cl24,96,96,1435.5259,P2_1/c,14,monoclinic,3,C Cl H,True
7220022,HC2Cl,H24 C48 Cl24,96,96,1364.9679,P2_1/c,14,monoclinic,3,C Cl H,True
7220034,Co2H27C25NO10,Co4 H54 C50 N2 O20,130,130,1288.5834,P-1,2,triclinic,5,C Co H N O,True
7220068,SmH28C30N3O11,Sm2 H56 C60 N6 O22,146,146,1444.6291,P-1,2,triclinic,5,C H N O Sm,True
7220144,PH20C20SeN,P1 H20 C20 Se1 N1,43,43,461.6501,P1,1,triclinic,5,C H N P Se,True
7220306,H10C13N3F,H40 C52 N12 F4,108,108,1050.0697,P2_1/c,14,monoclinic,4,C F H N,True
7220361,AgH14PdC14SN2Cl2O7F3,Ag2 H28 Pd2 C28 S2 N4 Cl4 O14 F6,90,90,1072.3263,P-1,2,triclinic,9,Ag C Cl F H N O Pd S,True
7220413,H12C11SNO2,H48 C44 S4 N4 O8,108,108,1125.1563,P-1,2,triclinic,5,C H N O S,True
7220552,CdH24C25N4O7,Cd2 H48 C50 N8 O14,122,122,1274.0098,P-1,2,triclinic,5,C Cd H N O,True
7220603,MnH6C6S(N5O)2,Mn4 H24 C24 S4 N40 O8,104,104,1213.009,Pnma,62,orthorhombic,6,C H Mn N O S,True
7220754,H29C26NO6,H58 C52 N2 O12,124,124,1164.5227,P2_1,4,monoclinic,4,C H N O,True
7220771,RePH20C24Cl5O,Re2 P2 H40 C48 Cl10 O2,104,104,1295.5005,P4/n,85,tetragonal,6,C Cl H O P Re,True
7220776,H21C25O2,H42 C50 O4,96,96,943.3943,P-1,2,triclinic,3,C H O,True
7220794,NaC,Na16 C16,32,16,548.0751,I4_1/acd,142,tetragonal,2,C Na,True
7220806,CuH18C26S2N10(OF)6,Cu1 H18 C26 S2 N10 O6 F6,69,69,784.1324,P-1,2,triclinic,7,C Cu F H N O S,True
7220829,ZnH4C6(SN5)2,Zn4 H16 C24 S8 N40,92,46,1196.62,C2/c,15,monoclinic,5,C H N S Zn,True
7220883,CrCu2Mo6H44C36N8O37,Cr1 Cu2 Mo6 H44 C36 N8 O37,134,134,1387.2563,P-1,2,triclinic,7,C Cr Cu H Mo N O,True
7220906,H13C18NO2,H52 C72 N4 O8,136,136,1297.2827,P2_1/c,14,monoclinic,4,C H N O,True
7220998,ZrH27C19N2Cl,Zr2 H54 C38 N4 Cl2,100,100,940.6047,P-1,2,triclinic,5,C Cl H N Zr,True
7221083,Li2Ca2Ta3O10,Li4 Ca4 Ta6 O20,34,17,402.9364,I4/mmm,139,tetragonal,4,Ca Li O Ta,False
7221096,Ba2Nd2Fe4O11,Ba4 Nd4 Fe8 O22,38,19,484.2157,Pmna,53,orthorhombic,4,Ba Fe Nd O,False
7221112,NaGa4,Na2 Ga8,10,5,201.6888,I4/mmm,139,tetragonal,2,Ga Na,False
7221155,H17C16SNO,H34 C32 S2 N2 O2,72,72,679.8787,P-1,2,triclinic,5,C H N O S,True
7221171,NiHg,Ni1 Hg1,2,2,27.9781,P4/mmm,123,tetragonal,2,Hg Ni,False
7221200,Ca(MgSb)2,Ca1 Mg2 Sb2,5,5,142.5515,P-3m1,164,trigonal,3,Ca Mg Sb,False
7221203,Ca(MgBi)2,Ca1 Mg2 Bi2,5,5,148.8038,P-3m1,164,trigonal,3,Bi Ca Mg,False
7221243,C5S3N5Cl2,C20 S12 N20 Cl8,60,60,1393.4422,P2_1/c,14,monoclinic,4,C Cl N S,True
7221252,LiBeAs,Li2 Be2 As2,6,6,87.4081,P4/nmm,129,tetragonal,3,As Be Li,False
7221294,Sr2FeClO3,Sr4 Fe2 Cl2 O6,14,14,220.14,P4/nmm,129,tetragonal,4,Cl Fe O Sr,False
7221297,Ho2Si4CN6,Ho8 Si16 C4 N24,52,52,606.8251,P2_1/c,14,monoclinic,4,C Ho N Si,True
7221351,BaTiS3,Ba2 Ti2 S6,10,10,229.186,P6_3/mmc,194,hexagonal,3,Ba S Ti,False
7221358,RbGeCl3,Rb2 Ge2 Cl6,10,10,308.5904,P2_1/m,11,monoclinic,3,Cl Ge Rb,False
7221366,In2S3,In12 S18,30,10,655.0018,R-3c,167,trigonal,2,In S,False
7221371,NaCuTe,Na2 Cu2 Te2,6,6,136.4011,P4/nmm,129,tetragonal,3,Cu Na Te,False
7221402,HoCoO3,Ho4 Co4 O12,20,20,205.4538,Pnma,62,orthorhombic,3,Co Ho O,False
7221543,CoH36C24N3Cl5,Co2 H72 C48 N6 Cl10,138,138,1490.8537,P2_1,4,monoclinic,5,C Cl Co H N,True
7221561,K2V2P2H8C2O15,K8 V8 P8 H32 C8 O60,124,62,1427.252,C2/c,15,monoclinic,6,C H K O P V,True
7221573,H7C13NOF6,H28 C52 N4 O4 F24,112,112,1188.0459,P2_1/c,14,monoclinic,5,C F H N O,True
7221609,NaH7C6(N3O4)2,Na4 H28 C24 N24 O32,112,112,1074.6982,P2_1/c,14,monoclinic,5,C H N Na O,True
7221744,H11C10SIN4ClO2,H22 C20 S2 I2 N8 Cl2 O4,60,60,675.5808,P-1,2,triclinic,7,C Cl H I N O S,True
7221749,H17C12SI3(NO)4,H34 C24 S2 I6 N8 O8,82,82,984.0484,P-1,2,triclinic,6,C H I N O S,True
7221752,H16(C5O)3,H64 C60 O12,136,136,1339.5043,P2_12_12_1,19,orthorhombic,3,C H O,True
7221753,H18C16O3,H36 C32 O6,74,74,711.4323,P2_1,4,monoclinic,3,C H O,True
7221762,H5C4N2ClO,H40 C32 N16 Cl8 O8,104,104,1204.2302,Pbca,61,orthorhombic,5,C Cl H N O,True
7221791,CoH36C50(N5O7)2,Co1 H36 C50 N10 O14,111,111,1109.3892,P-1,2,triclinic,5,C Co H N O,True
7221978,H3(CO)2,H48 C32 O32,112,112,948.8789,P2_1/c,14,monoclinic,3,C H O,True
7222049,Cd3P2H28C14N2(ClO6)2,Cd6 P4 H56 C28 N4 Cl4 O24,126,126,1270.8749,P2_1/c,14,monoclinic,7,C Cd Cl H N O P,True
7222066,H7C6NO,H56 C48 N8 O8,120,120,1106.8732,P2_1/c,14,monoclinic,4,C H N O,True
7222185,BiS4N3Cl4,Bi2 S8 N6 Cl8,24,24,582.617,P-1,2,triclinic,4,Bi Cl N S,False
7222267,CdH34C32N4(O3F2)4,Cd1 H34 C32 N4 O12 F8,91,91,980.6544,P-1,2,triclinic,6,C Cd F H N O,True
7222274,CuH26C20(NO2)4,Cu1 H26 C20 N4 O8,59,59,569.2257,P-1,2,triclinic,5,C Cu H N O,True
7222276,NiH12C14(NO3)2,Ni4 H48 C56 N8 O24,140,140,1328.015,P2_1/c,14,monoclinic,5,C H N Ni O,True
7222358,NaH13C10SN4O9,Na2 H26 C20 S2 N8 O18,76,76,752.6418,P-1,2,triclinic,6,C H N Na O S,True
7222392,BaYSi4N7,Ba2 Y2 Si8 N14,26,26,307.7704,P6_3mc,186,hexagonal,4,Ba N Si Y,False
7222429,Mn5Si3,Mn20 Si12,32,16,393.872,P6_3/mcm,193,hexagonal,2,Mn Si,False
7222470,Mn3H40C52(NO3)6,Mn3 H40 C52 N6 O18,119,119,1215.8315,P-1,2,triclinic,5,C H Mn N O,True
7222471,CoH20C28(NO7)2,Co2 H40 C56 N4 O28,130,130,1327.0088,P2_1/c,14,monoclinic,5,C Co H N O,True
7222546,SrCa2WN4,Sr8 Ca16 W8 N32,64,64,1076.2726,Pbca,61,orthorhombic,4,Ca N Sr W,False
7222566,SmCuS2,Sm4 Cu4 S8,16,16,308.6336,P2_1/c,14,monoclinic,3,Cu S Sm,False
7222583,Mg3Rh,Mg18 Rh6,24,24,446.7906,P6_3cm,185,hexagonal,2,Mg Rh,False
7222587,AlSBr3N,Al4 S4 Br12 N4,24,24,670.9446,P2_1/c,14,monoclinic,4,Al Br N S,False
7222598,ScSnPt,Sc6 Sn6 Pt6,18,18,344.4182,P-62c,190,hexagonal,3,Pt Sc Sn,False
7222609,Rb6Si2O7,Rb12 Si4 O14,30,30,555.9976,P2_1/c,14,monoclinic,3,O Rb Si,False
7222611,Cs6Si2O7,Cs12 Si4 O14,30,30,651.7225,P2_1/c,14,monoclinic,3,Cs O Si,False
7222752,SeBr,Se8 Br8,16,8,503.725,Aea2,41,orthorhombic,2,Br Se,False
7222755,Mn(GaSe2)2,Mn2 Ga4 Se8,14,7,346.6547,I-4,82,tetragonal,3,Ga Mn Se,False
7222770,LiH2N3O,Li6 H12 N18 O6,42,42,414.1127,P6_3/mcm,193,hexagonal,4,H Li N O,False
7222803,Eu2Si3Pd,Eu4 Si6 Pd2,12,12,261.2275,P6/mmm,191,hexagonal,3,Eu Pd Si,False
7222822,SbH36S4N11,Sb2 H72 S8 N22,104,104,1023.8122,P2_1,4,monoclinic,4,H N S Sb,False
7222903,K3PS4,K12 P4 S16,32,32,861.7254,Pnma,62,orthorhombic,3,K P S,False
7222958,Tl2GePbS4,Tl8 Ge4 Pb4 S16,32,32,850.4277,P2_1/c,14,monoclinic,4,Ge Pb S Tl,False
7222997,Ba(BrO3)2,Ba4 Br8 O24,36,18,647.5175,C2/c,15,monoclinic,3,Ba Br O,False
7223122,H23C18NO6,H46 C36 N2 O12,96,96,856.7069,P2_1,4,monoclinic,4,C H N O,True
7223132,H10C12N2Cl2O3,H40 C48 N8 Cl8 O12,116,116,1283.212,P2_1/c,14,monoclinic,5,C Cl H N O,True
7223133,H10C12N2Cl2O3,H40 C48 N8 Cl8 O12,116,116,1289.4202,P2_1/c,14,monoclinic,5,C Cl H N O,True
7223140,ZnH18C6S2(NO3)2,Zn4 H72 C24 S8 N8 O24,140,70,1378.5278,C2/c,15,monoclinic,6,C H N O S Zn,True
7223229,KH3(CO)4,K2 H6 C8 O8,24,24,261.0809,P-1,2,triclinic,4,C H K O,True
7223254,H5C3O,H80 C48 O16,144,144,1234.5571,P2_12_12_1,19,orthorhombic,3,C H O,True
7223282,H9C13NOF2,H18 C26 N2 O2 F4,52,52,499.1576,P-1,2,triclinic,5,C F H N O,True
7223302,H29C37NO4,H58 C74 N2 O8,142,142,1397.2909,P-1,2,triclinic,4,C H N O,True
7223349,H11C12N2O3,H44 C48 N8 O12,112,112,1054.2571,P2_1/c,14,monoclinic,4,C H N O,True
7223423,H9C13S(NO)3,H36 C52 S4 N12 O12,116,116,1265.9486,P2_1/c,14,monoclinic,5,C H N O S,True
7223463,Cu5H26(C13N7)2,Cu10 H52 C52 N28,142,142,1443.5149,P2_1/c,14,monoclinic,4,C Cu H N,True
7223674,Cs2SnSe3,Cs8 Sn4 Se12,24,12,988.7053,C2/m,12,monoclinic,3,Cs Se Sn,False
7223695,CuTe2I,Cu4 Te8 I4,16,16,495.8018,P2_1/c,14,monoclinic,3,Cu I Te,False
7223767,H7C14NO5,H28 C56 N4 O20,108,108,1104.4939,P2_1/c,14,monoclinic,4,C H N O,True
7223812,H14C14N4O3,H56 C56 N16 O12,140,140,1430.7654,P2_1/c,14,monoclinic,4,C H N O,True
7223844,H26PdC14(S2O)2,H26 Pd1 C14 S4 O2,47,47,483.6258,P-1,2,triclinic,5,C H O Pd S,True
7223845,H22PdC12(S2O)2,H22 Pd1 C12 S4 O2,41,41,429.4218,P-1,2,triclinic,5,C H O Pd S,True
7223875,H19C19SN5O4,H38 C38 S2 N10 O8,96,96,953.1112,P-1,2,triclinic,5,C H N O S,True
7223917,MnH16C16(N5O2)2,Mn2 H32 C32 N20 O8,94,94,941.306,P2_1/c,14,monoclinic,5,C H Mn N O,True
7223939,H7C3NO2,H28 C12 N4 O8,52,52,429.3211,P2_12_12_1,19,orthorhombic,4,C H N O,True
7224003,CuH18C14S2N4Cl,Cu2 H36 C28 S4 N8 Cl2,80,80,901.7852,P-1,2,triclinic,6,C Cl Cu H N S,True
7224043,H16C6N2Cl2O9,H64 C24 N8 Cl8 O36,140,140,1262.964,Pca2_1,29,orthorhombic,5,C Cl H N O,True
7224062,H11C17Br2NO2,H22 C34 Br4 N2 O4,66,66,747.306,P-1,2,triclinic,5,Br C H N O,True
7224129,CdH29C30N3O8,Cd2 H58 C60 N6 O16,142,142,1398.2209,P-1,2,triclinic,5,C Cd H N O,True
7224138,Li3AlSiO5,Li12 Al4 Si4 O20,40,40,396.4392,Pna2_1,33,orthorhombic,4,Al Li O Si,False
7224145,CuH28C22Br4N4(ClO2)2,Cu2 H56 C44 Br8 N8 Cl4 O8,130,130,1459.0569,P2_1/c,14,monoclinic,7,Br C Cl Cu H N O,True
7224382,HfH31C23N4(ClO)3,Hf2 H62 C46 N8 Cl6 O6,130,130,1433.1479,P1,1,triclinic,6,C Cl H Hf N O,True
7224413,H29C37(NO)3,H58 C74 N6 O6,144,144,1429.4962,P-1,2,triclinic,4,C H N O,True
7224419,H30C34N3ClO2,H60 C68 N6 Cl2 O4,140,140,1413.1736,P-1,2,triclinic,5,C Cl H N O,True
7224471,H13C15NO,H52 C60 N4 O4,120,120,1173.9627,P2_12_12_1,19,orthorhombic,4,C H N O,True
7224595,H22PdC20S2N2(ClO3)2,H22 Pd1 C20 S2 N2 Cl2 O6,55,55,599.3184,P-1,2,triclinic,7,C Cl H N O Pd S,True
7224675,BiH12C6S4BrN2,Bi4 H48 C24 S16 Br4 N8,104,104,1354.0005,P2_1/c,14,monoclinic,6,Bi Br C H N S,True
7224719,H15C18N3O,H30 C36 N6 O2,74,74,695.7091,P-1,2,triclinic,4,C H N O,True
7224724,H7C6BrN,H28 C24 Br4 N4,60,60,640.0102,P2_1/c,14,monoclinic,4,Br C H N,True
7224802,H8C8SN4,H32 C32 S4 N16,84,84,917.5961,P2_1/c,14,monoclinic,4,C H N S,True
7224813,NiH18C20S(N2O)2,Ni2 H36 C40 S2 N8 O4,92,92,1016.4066,P-1,2,triclinic,6,C H N Ni O S,True
7224835,H27C27N2ClO4,H54 C54 N4 Cl2 O8,122,122,1368.7038,P-1,2,triclinic,5,C Cl H N O,True
7224860,ZnH29C22N3,Zn2 H58 C44 N6,110,110,1007.7282,P-1,2,triclinic,4,C H N Zn,True
7224874,EuH11C9O7,Eu4 H44 C36 O28,112,112,1144.5691,P2_1/c,14,monoclinic,4,C Eu H O,True
7224912,H21C29NO2,H42 C58 N2 O4,106,106,1052.5598,P-1,2,triclinic,4,C H N O,True
7224974,H12C11S(NO)4,H24 C22 S2 N8 O8,64,64,680.8911,P-1,2,triclinic,5,C H N O S,True
7224975,H25C23SN7O5,H50 C46 S2 N14 O10,122,122,1185.5059,P-1,2,triclinic,5,C H N O S,True
7224989,H9C14N3,H36 C56 N12,104,104,1101.8702,P2_1/c,14,monoclinic,3,C H N,True
7225093,KH4C4BrN2O3,K4 H16 C16 Br4 N8 O12,60,60,774.4353,P2_1/c,14,monoclinic,6,Br C H K N O,True
7225159,ZnH8C10(BrN)2,Zn2 H16 C20 Br4 N4,46,46,595.2325,P-1,2,triclinic,5,Br C H N Zn,True
7225194,H9C10BrO3,H36 C40 Br4 O12,92,92,1005.6693,P2_1/c,14,monoclinic,4,Br C H O,True
7225231,H17C14NO3,H34 C28 N2 O6,70,70,634.8322,Pc,7,monoclinic,4,C H N O,True
7225259,ErH18C19N3O11,Er2 H36 C38 N6 O22,104,104,990.0711,P-1,2,triclinic,5,C Er H N O,True
7225343,PH17C20O,P2 H34 C40 O2,78,78,838.282,P-1,2,triclinic,4,C H O P,True
7225519,H25C25BrN2O5,H50 C50 Br2 N4 O10,116,116,1189.1869,P2_1,4,monoclinic,5,Br C H N O,True
7225555,BH27C33(NF)2,B2 H54 C66 N4 F4,130,130,1282.4774,P-1,2,triclinic,5,B C F H N,True
7225610,H11C6NO8,H44 C24 N4 O32,104,104,908.1845,P2_1/c,14,monoclinic,4,C H N O,True
7225631,H11C6NO8,H44 C24 N4 O32,104,104,811.416,P-1,2,triclinic,4,C H N O,True
7225690,H11C13N(ClO2)2,H44 C52 N4 Cl8 O16,124,124,1345.5379,P2_1/c,14,monoclinic,5,C Cl H N O,True
7225706,H13C7S2NO3,H26 C14 S4 N2 O6,52,52,470.1151,P1,1,triclinic,5,C H N O S,True
7225769,H16C16N2O,H32 C32 N4 O2,70,70,635.659,P-1,2,triclinic,4,C H N O,True
7225798,H13C14N3O2,H52 C56 N12 O8,128,128,1264.4641,P2_1/c,14,monoclinic,4,C H N O,True
7225857,H12C4N2O,H48 C16 N8 O4,76,76,571.8104,P2_1/c,14,monoclinic,4,C H N O,True
7225972,ZnH8(C2N3)3,Zn4 H32 C24 N36,96,96,978.1916,P2_1/c,14,monoclinic,4,C H N Zn,True
7226011,Cu3H8C9I2(NO)3,Cu12 H32 C36 I8 N12 O12,112,112,1446.9433,P2_1/c,14,monoclinic,6,C Cu H I N O,True
7226171,H12PbC13N4Cl2O,H24 Pb2 C26 N8 Cl4 O2,66,66,734.8174,P-1,2,triclinic,6,C Cl H N O Pb,True
7226181,H4C3SO,H32 C24 S8 O8,72,72,803.9355,Pca2_1,29,orthorhombic,4,C H O S,True
7226202,H14(C3O)5,H56 C60 O20,136,136,1249.8046,P2_1/c,14,monoclinic,3,C H O,True
7226334,H15C16N3,H60 C64 N12,136,136,1266.3855,P2_1/c,14,monoclinic,3,C H N,True
7226352,LiCoPO4,Li4 Co4 P4 O16,28,28,282.4575,Pnma,62,orthorhombic,4,Co Li O P,False
7226577,BH22RuC19N4ClF4,B2 H44 Ru2 C38 N8 Cl2 F8,104,104,1015.0755,P-1,2,triclinic,7,B C Cl F H N Ru,True
7226581,HgH17C13S2N,Hg4 H68 C52 S8 N4,136,136,1470.2088,P2_1/c,14,monoclinic,5,C H Hg N S,True
7226600,H8PbC6Br3N,H32 Pb4 C24 Br12 N4,76,76,1119.4617,P2_1/c,14,monoclinic,5,Br C H N Pb,True
7226795,H5C4N5O2,H20 C16 N20 O8,64,64,673.8439,P2_1/c,14,monoclinic,4,C H N O,True
7226960,H10C13N2(ClO2)2,H40 C52 N8 Cl8 O16,124,124,1368.1616,P2_1/c,14,monoclinic,5,C Cl H N O,True
7226976,H3C7ClOF2,H12 C28 Cl4 O4 F8,56,56,684.9829,P2_1/c,14,monoclinic,5,C Cl F H O,True
7227100,ZnH8C12NO4,Zn4 H32 C48 N4 O16,104,104,1044.6044,P2_1/c,14,monoclinic,5,C H N O Zn,True
7227217,AsH15C24S8(O4F3)2,As1 H15 C24 S8 O8 F6,62,62,729.6892,P-1,2,triclinic,6,As C F H O S,True
7227231,H4C3N2O,H16 C12 N8 O4,40,40,328.2408,P2_1/c,14,monoclinic,4,C H N O,True
7227279,Zn3H36C34(N2O3)4,Zn3 H36 C34 N8 O12,93,93,953.7072,P-1,2,triclinic,5,C H N O Zn,True
7227283,Zn3H12C20(N3O4)2,Zn6 H24 C40 N12 O16,98,98,1255.8567,P2_1/c,14,monoclinic,5,C H N O Zn,True
7227384,Lu2CuH18C22(NO9)2,Lu2 Cu1 H18 C22 N2 O18,63,63,653.8792,P-1,2,triclinic,6,C Cu H Lu N O,True
7227706,H17C21BrN2O3,H34 C42 Br2 N4 O6,88,88,958.148,P2_1,4,monoclinic,5,Br C H N O,True
7227707,H16C21N2O3F2,H32 C42 N4 O6 F4,88,88,904.0199,P2_1,4,monoclinic,5,C F H N O,True
7227745,H9C13O,H36 C52 O4,92,92,915.1092,P2_1/c,14,monoclinic,3,C H O,True
7227806,ZrH32C16(NO5)4,Zr2 H64 C32 N8 O40,146,146,1309.0281,P-1,2,triclinic,5,C H N O Zr,True
7227839,H6C4NO3,H24 C16 N4 O12,56,56,537.1344,P2_1/c,14,monoclinic,4,C H N O,True
7227864,Yb3H13C10S2O13,Yb6 H26 C20 S4 O26,82,82,875.5339,P-1,2,triclinic,5,C H O S Yb,True
7227865,Gd3H13C10S2O13,Gd6 H26 C20 S4 O26,82,82,938.8097,P-1,2,triclinic,5,C Gd H O S,True
7227950,H3C(N2O)2,H12 C4 N16 O8,40,20,387.3261,C2/m,12,monoclinic,4,C H N O,True
7227986,H10C12SN2ClF13,H20 C24 S2 N4 Cl2 F26,78,78,886.4356,P-1,2,triclinic,6,C Cl F H N S,True
7228021,H21C14S(NO)3,H42 C28 S2 N6 O6,84,84,637.886,P-1,2,triclinic,5,C H N O S,True
7228023,H21C14S(NO)3,H42 C28 S2 N6 O6,84,84,684.8291,P-1,2,triclinic,5,C H N O S,True
7228152,H18C16S(N3O)2,H36 C32 S2 N12 O4,86,86,836.3413,P-1,2,triclinic,5,C H N O S,True
7228199,H17C9NO6,H68 C36 N4 O24,132,132,1153.3146,P2_1/c,14,monoclinic,4,C H N O,True
7228309,H7C9SBrN2O,H28 C36 S4 Br4 N8 O4,84,84,991.3766,P2_1/c,14,monoclinic,6,Br C H N O S,True
7228707,H23C16N3O5,H46 C32 N6 O10,94,94,844.3091,P-1,2,triclinic,4,C H N O,True
7228715,AsH6C7S2Cl,As4 H24 C28 S8 Cl4,68,68,920.2881,P-1,2,triclinic,5,As C Cl H S,True
7228902,H27C24Br(NO)2,H54 C48 Br2 N4 O4,112,112,1126.1839,P2_1,4,monoclinic,5,Br C H N O,True
7228927,H14C16BrNO5,H28 C32 Br2 N2 O10,74,74,752.4464,P2_1,4,monoclinic,5,Br C H N O,True
7229074,MnPH2O5,Mn4 P4 H8 O20,36,18,325.6633,C2/c,15,monoclinic,4,H Mn O P,False
7229088,H23C21IN(OF)2,H46 C42 I2 N2 O4 F4,100,100,1025.3615,P-1,2,triclinic,6,C F H I N O,True
7229144,CuH22C18IN4,Cu2 H44 C36 I2 N8,92,92,945.7259,P-1,2,triclinic,5,C Cu H I N,True
7229189,H6C4BrN3,H12 C8 Br2 N6,28,28,320.6761,P-1,2,triclinic,4,Br C H N,True
7229267,BaCd(SeO3)2,Ba4 Cd4 Se8 O24,40,40,643.8769,Pnma,62,orthorhombic,4,Ba Cd O Se,False
7229276,EuH17C24(N2O3)2,Eu2 H34 C48 N8 O12,104,104,1151.0699,P-1,2,triclinic,5,C Eu H N O,True
7229279,DyH21C25(N2O3)2,Dy2 H42 C50 N8 O12,114,114,1199.623,P-1,2,triclinic,5,C Dy H N O,True
7229282,H2C3O,H32 C48 O16,96,96,930.3954,P2_1/c,14,monoclinic,3,C H O,True
7229351,H13C12SNO2,H52 C48 S4 N4 O8,116,116,1164.5613,P2_1/c,14,monoclinic,5,C H N O S,True
7229464,H14C14N(OF)3,H28 C28 N2 O6 F6,70,70,690.8422,P-1,2,triclinic,5,C F H N O,True
7229494,CoH36C16S10N2(O7F6)2,Co1 H36 C16 S10 N2 O14 F12,91,91,1058.2028,P-1,2,triclinic,7,C Co F H N O S,True
7229498,H12C13N2O5,H24 C26 N4 O10,64,64,627.6845,P-1,2,triclinic,4,C H N O,True
7229515,H18C30S3N2,H36 C60 S6 N4,106,106,1162.4299,Pc,7,monoclinic,4,C H N S,True
7229587,B2H26C12N2O9,B4 H52 C24 N4 O18,102,102,907.0274,P-1,2,triclinic,5,B C H N O,True
7229640,H21C10NO5,H84 C40 N4 O20,148,148,1180.875,P2_12_12_1,19,orthorhombic,4,C H N O,True
7229662,CCl3,C8 Cl24,32,32,754.2425,Pnma,62,orthorhombic,2,C Cl,True
7229685,H7C8N2O3,H14 C16 N4 O6,40,40,378.1283,P-1,2,triclinic,4,C H N O,True
7229770,NiH20C18N4(ClO2)2,Ni1 H20 C18 N4 Cl2 O4,49,49,535.2747,P-1,2,triclinic,6,C Cl H N Ni O,True
7229772,NiH22C20N2(ClO2)2,Ni2 H44 C40 N4 Cl4 O8,102,102,1124.0484,P-1,2,triclinic,6,C Cl H N Ni O,True
7229789,H7C10NF,H28 C40 N4 F4,76,76,752.7769,P2_1/c,14,monoclinic,4,C F H N,True
7229833,MnH17C26N3O7,Mn2 H34 C52 N6 O14,108,108,1100.7212,P-1,2,triclinic,5,C H Mn N O,True
7229847,H16C16S2NO2,H32 C32 S4 N2 O4,74,74,797.2804,P-1,2,triclinic,5,C H N O S,True
7229986,H18C18N2O3,H36 C36 N4 O6,82,82,791.8587,P-1,2,triclinic,4,C H N O,True
7229988,CuH42C32N6(ClO4)2,Cu1 H42 C32 N6 Cl2 O8,91,91,923.8757,P-1,2,triclinic,6,C Cl Cu H N O,True
7230075,H13C13NO,H52 C52 N4 O4,112,112,1038.5677,P-1,2,triclinic,4,C H N O,True
7230099,H7C8NO,H56 C64 N8 O8,136,136,1271.2765,P2_1/c,14,monoclinic,4,C H N O,True
7230155,H10C15N3(ClO)2,H40 C60 N12 Cl8 O8,128,128,1450.6599,P2_1/c,14,monoclinic,5,C Cl H N O,True
7230370,H9C14BrN2,H36 C56 Br4 N8,104,104,1150.5275,P2_12_12_1,19,orthorhombic,4,Br C H N,True
7230497,RbC3N7O3,Rb4 C12 N28 O12,56,56,749.6728,Pca2_1,29,orthorhombic,4,C N O Rb,True
7230631,C3Cl2O,C12 Cl8 O4,24,24,403.0336,P2_1/c,14,monoclinic,3,C Cl O,True
7230769,CuH11C5NO6,Cu4 H44 C20 N4 O24,96,48,772.3032,C2/c,15,monoclinic,5,C Cu H N O,True
7230881,AgPH22C25(NO)2,Ag2 P2 H44 C50 N4 O4,106,106,1119.3499,P-1,2,triclinic,6,Ag C H N O P,True
7230907,H14C23O,H28 C46 O2,76,76,753.4042,P-1,2,triclinic,3,C H O,True
7230989,H16C8N4O7,H32 C16 N8 O14,70,70,597.2779,P2_1,4,monoclinic,4,C H N O,True
7230995,H12C6N2O3,H48 C24 N8 O12,92,92,819.583,P2_1/c,14,monoclinic,4,C H N O,True
7231003,CaH18C6I2(NO3)2,Ca1 H18 C6 I2 N2 O6,35,35,408.3975,P-1,2,triclinic,6,C Ca H I N O,True
7231094,CaH13C11NO6,Ca4 H52 C44 N4 O24,128,128,1463.6633,P2_1/c,14,monoclinic,5,C Ca H N O,True
7231112,H10C9SN2O,H40 C36 S4 N8 O4,92,92,941.5463,P-1,2,triclinic,5,C H N O S,True
7231212,H19C16N2ClO2,H38 C32 N4 Cl2 O4,80,80,818.9092,P2_1/m,11,monoclinic,5,C Cl H N O,True
7231293,H23C21NO3,H46 C42 N2 O6,96,96,854.9243,P-1,2,triclinic,4,C H N O,True
7231324,H9C7O,H54 C42 O6,102,102,1121.9199,P3_221,154,trigonal,3,C H O,True
7231333,H9C7O,H72 C56 O8,136,136,1227.9944,P2_1/c,14,monoclinic,3,C H O,True
7231338,H9C7O,H72 C56 O8,136,136,1246.2898,P2_1/c,14,monoclinic,3,C H O,True
7231405,MnH3C3NO6,Mn4 H12 C12 N4 O24,56,56,670.6392,P2_1,4,monoclinic,5,C H Mn N O,True
7231446,CdH16C26S(NO)4,Cd2 H32 C52 S2 N8 O8,104,104,1128.1855,P-1,2,triclinic,6,C Cd H N O S,True
7231449,H11C18N4O,H22 C36 N8 O2,68,34,713.4182,Cm,8,monoclinic,4,C H N O,True
7231470,H5C9Br2N,H20 C36 Br8 N4,68,68,904.4342,P-1,2,triclinic,4,Br C H N,True
